"","age","sex","settlement","year","province","populationtotal","populationnoted","populationed"
"1586","13 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1587","14 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1588","15 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1589","16 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1590","17 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1591","18 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1592","19 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1593","6 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1594","7 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1595","8 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1596","9 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1597","10 ساله","پسر","روستا",1390,"كردستان",3879,130,3749
"1598","11 ساله","پسر","روستا",1390,"كردستان",3769,220,3549
"1599","12 ساله","پسر","روستا",1390,"كردستان",3898,302,3596
"1600","13 ساله","پسر","روستا",1390,"كردستان",4309,473,3836
"1601","14 ساله","پسر","روستا",1390,"كردستان",4367,852,3515
"1602","15 ساله","پسر","روستا",1390,"كردستان",4372,1427,2945
"1603","16 ساله","پسر","روستا",1390,"كردستان",5234,2207,3027
"1604","17 ساله","پسر","روستا",1390,"كردستان",5769,3560,2209
"1605","18 ساله","پسر","روستا",1390,"كردستان",5843,4579,1264
"1606","19 ساله","پسر","روستا",1390,"كردستان",5102,4363,739
"1607","6 ساله","پسر","روستا",1390,"كردستان",4036,781,3255
"1608","7 ساله","پسر","روستا",1390,"كردستان",4395,165,4230
"1609","8 ساله","پسر","روستا",1390,"كردستان",4121,119,4002
"1610","9 ساله","پسر","روستا",1390,"كردستان",3854,129,3725
"1611","10 ساله","دختر","روستا",1390,"كردستان",3769,191,3578
"1612","11 ساله","دختر","روستا",1390,"كردستان",3443,689,2754
"1613","12 ساله","دختر","روستا",1390,"كردستان",3813,1273,2540
"1614","13 ساله","دختر","روستا",1390,"كردستان",3880,1678,2202
"1615","14 ساله","دختر","روستا",1390,"كردستان",4182,2374,1808
"1616","15 ساله","دختر","روستا",1390,"كردستان",4306,2908,1398
"1617","16 ساله","دختر","روستا",1390,"كردستان",5096,3674,1422
"1618","17 ساله","دختر","روستا",1390,"كردستان",5608,4491,1117
"1619","18 ساله","دختر","روستا",1390,"كردستان",5818,5189,629
"1620","19 ساله","دختر","روستا",1390,"كردستان",6073,5576,497
"1621","6 ساله","دختر","روستا",1390,"كردستان",3988,776,3212
"1622","7 ساله","دختر","روستا",1390,"كردستان",4114,165,3949
"1623","8 ساله","دختر","روستا",1390,"كردستان",3710,131,3579
"1624","9 ساله","دختر","روستا",1390,"كردستان",3739,135,3604
"1625","10 ساله","پسر","شهر",1390,"كردستان",7023,232,6791
"1626","11 ساله","پسر","شهر",1390,"كردستان",7046,231,6815
"1627","12 ساله","پسر","شهر",1390,"كردستان",7263,290,6973
"1628","13 ساله","پسر","شهر",1390,"كردستان",7343,414,6929
"1629","14 ساله","پسر","شهر",1390,"كردستان",7884,633,7251
"1630","15 ساله","پسر","شهر",1390,"كردستان",8112,1179,6933
"1631","16 ساله","پسر","شهر",1390,"كردستان",9361,2000,7361
"1632","17 ساله","پسر","شهر",1390,"كردستان",9769,3344,6425
"1633","18 ساله","پسر","شهر",1390,"كردستان",9613,5100,4513
"1634","19 ساله","پسر","شهر",1390,"كردستان",10000,5788,4212
"1635","6 ساله","پسر","شهر",1390,"كردستان",7694,1566,6128
"1636","7 ساله","پسر","شهر",1390,"كردستان",7251,313,6938
"1637","8 ساله","پسر","شهر",1390,"كردستان",7008,273,6735
"1638","9 ساله","پسر","شهر",1390,"كردستان",6801,230,6571
"1639","10 ساله","دختر","شهر",1390,"كردستان",6825,242,6583
"1640","11 ساله","دختر","شهر",1390,"كردستان",6751,355,6396
"1641","12 ساله","دختر","شهر",1390,"كردستان",6961,433,6528
"1642","13 ساله","دختر","شهر",1390,"كردستان",7246,577,6669
"1643","14 ساله","دختر","شهر",1390,"كردستان",7632,944,6688
"1644","15 ساله","دختر","شهر",1390,"كردستان",8126,1617,6509
"1645","16 ساله","دختر","شهر",1390,"كردستان",8969,2408,6561
"1646","17 ساله","دختر","شهر",1390,"كردستان",9695,3849,5846
"1647","18 ساله","دختر","شهر",1390,"كردستان",10027,5984,4043
"1648","19 ساله","دختر","شهر",1390,"كردستان",10451,6405,4046
"1649","6 ساله","دختر","شهر",1390,"كردستان",7369,1468,5901
"1650","7 ساله","دختر","شهر",1390,"كردستان",7037,307,6730
"1651","8 ساله","دختر","شهر",1390,"كردستان",6752,278,6474
"1652","9 ساله","دختر","شهر",1390,"كردستان",6551,285,6266
"1653","10 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1654","11 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1655","12 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1656","13 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1657","14 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1658","15 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1659","16 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1660","17 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1661","18 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1662","19 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1663","6 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1664","7 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1665","8 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1666","9 ساله","پسر","غیرساکن",1390,"كردستان",0,0,0
"1667","10 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1668","11 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1669","12 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1670","13 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1671","14 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1672","15 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1673","16 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1674","17 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1675","18 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1676","19 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1677","6 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1678","7 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1679","8 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1680","9 ساله","دختر","غیرساکن",1390,"كردستان",0,0,0
"1681","10 ساله","پسر","روستا",1390,"كرمانشاه",4235,193,4042
"1682","11 ساله","پسر","روستا",1390,"كرمانشاه",4210,221,3989
"1683","12 ساله","پسر","روستا",1390,"كرمانشاه",4474,319,4155
"1684","13 ساله","پسر","روستا",1390,"كرمانشاه",4509,399,4110
"1685","14 ساله","پسر","روستا",1390,"كرمانشاه",4871,634,4237
"1686","15 ساله","پسر","روستا",1390,"كرمانشاه",5352,978,4374
"1687","16 ساله","پسر","روستا",1390,"كرمانشاه",6133,1587,4546
"1688","17 ساله","پسر","روستا",1390,"كرمانشاه",6515,2807,3708
"1689","18 ساله","پسر","روستا",1390,"كرمانشاه",7582,5061,2521
"1690","19 ساله","پسر","روستا",1390,"كرمانشاه",8697,6892,1805
"1691","6 ساله","پسر","روستا",1390,"كرمانشاه",4583,972,3611
"1692","7 ساله","پسر","روستا",1390,"كرمانشاه",4457,209,4248
"1693","8 ساله","پسر","روستا",1390,"كرمانشاه",4177,178,3999
"1694","9 ساله","پسر","روستا",1390,"كرمانشاه",4144,153,3991
"1695","10 ساله","دختر","روستا",1390,"كرمانشاه",4038,206,3832
"1696","11 ساله","دختر","روستا",1390,"كرمانشاه",3944,527,3417
"1697","12 ساله","دختر","روستا",1390,"كرمانشاه",4122,889,3233
"1698","13 ساله","دختر","روستا",1390,"كرمانشاه",4447,1223,3224
"1699","14 ساله","دختر","روستا",1390,"كرمانشاه",4670,1746,2924
"1700","15 ساله","دختر","روستا",1390,"كرمانشاه",4871,2295,2576
"1701","16 ساله","دختر","روستا",1390,"كرمانشاه",5564,2943,2621
"1702","17 ساله","دختر","روستا",1390,"كرمانشاه",5850,3752,2098
"1703","18 ساله","دختر","روستا",1390,"كرمانشاه",6021,4716,1305
"1704","19 ساله","دختر","روستا",1390,"كرمانشاه",5931,4939,992
"1705","6 ساله","دختر","روستا",1390,"كرمانشاه",4333,967,3366
"1706","7 ساله","دختر","روستا",1390,"كرمانشاه",4201,197,4004
"1707","8 ساله","دختر","روستا",1390,"كرمانشاه",4108,194,3914
"1708","9 ساله","دختر","روستا",1390,"كرمانشاه",3860,170,3690
"1709","10 ساله","پسر","شهر",1390,"كرمانشاه",9501,298,9203
"1710","11 ساله","پسر","شهر",1390,"كرمانشاه",9123,279,8844
"1711","12 ساله","پسر","شهر",1390,"كرمانشاه",9337,267,9070
"1712","13 ساله","پسر","شهر",1390,"كرمانشاه",9644,348,9296
"1713","14 ساله","پسر","شهر",1390,"كرمانشاه",10591,536,10055
"1714","15 ساله","پسر","شهر",1390,"كرمانشاه",10837,992,9845
"1715","16 ساله","پسر","شهر",1390,"كرمانشاه",12176,1669,10507
"1716","17 ساله","پسر","شهر",1390,"كرمانشاه",13137,3635,9502
"1717","18 ساله","پسر","شهر",1390,"كرمانشاه",13434,6240,7194
"1718","19 ساله","پسر","شهر",1390,"كرمانشاه",14382,7820,6562
"1719","6 ساله","پسر","شهر",1390,"كرمانشاه",9571,2016,7555
"1720","7 ساله","پسر","شهر",1390,"كرمانشاه",9054,300,8754
"1721","8 ساله","پسر","شهر",1390,"كرمانشاه",8919,280,8639
"1722","9 ساله","پسر","شهر",1390,"كرمانشاه",8645,252,8393
"1723","10 ساله","دختر","شهر",1390,"كرمانشاه",8746,280,8466
"1724","11 ساله","دختر","شهر",1390,"كرمانشاه",8524,308,8216
"1725","12 ساله","دختر","شهر",1390,"كرمانشاه",8989,341,8648
"1726","13 ساله","دختر","شهر",1390,"كرمانشاه",9530,503,9027
"1727","14 ساله","دختر","شهر",1390,"كرمانشاه",10139,836,9303
"1728","15 ساله","دختر","شهر",1390,"كرمانشاه",10346,1465,8881
"1729","16 ساله","دختر","شهر",1390,"كرمانشاه",11976,2433,9543
"1730","17 ساله","دختر","شهر",1390,"كرمانشاه",12944,4263,8681
"1731","18 ساله","دختر","شهر",1390,"كرمانشاه",13177,7600,5577
"1732","19 ساله","دختر","شهر",1390,"كرمانشاه",14261,8347,5914
"1733","6 ساله","دختر","شهر",1390,"كرمانشاه",8872,1844,7028
"1734","7 ساله","دختر","شهر",1390,"كرمانشاه",8828,328,8500
"1735","8 ساله","دختر","شهر",1390,"كرمانشاه",8391,249,8142
"1736","9 ساله","دختر","شهر",1390,"كرمانشاه",8141,239,7902
"1737","10 ساله","پسر","غیرساکن",1390,"كرمانشاه",25,4,21
"1738","11 ساله","پسر","غیرساکن",1390,"كرمانشاه",26,4,22
"1739","12 ساله","پسر","غیرساکن",1390,"كرمانشاه",35,14,21
"1740","13 ساله","پسر","غیرساکن",1390,"كرمانشاه",36,18,18
"1741","14 ساله","پسر","غیرساکن",1390,"كرمانشاه",38,17,21
"1742","15 ساله","پسر","غیرساکن",1390,"كرمانشاه",32,17,15
"1743","16 ساله","پسر","غیرساکن",1390,"كرمانشاه",44,31,13
"1744","17 ساله","پسر","غیرساکن",1390,"كرمانشاه",34,28,6
"1745","18 ساله","پسر","غیرساکن",1390,"كرمانشاه",46,39,7
"1746","19 ساله","پسر","غیرساکن",1390,"كرمانشاه",42,38,4
"1747","6 ساله","پسر","غیرساکن",1390,"كرمانشاه",34,21,13
"1748","7 ساله","پسر","غیرساکن",1390,"كرمانشاه",16,2,14
"1749","8 ساله","پسر","غیرساکن",1390,"كرمانشاه",34,3,31
"1750","9 ساله","پسر","غیرساکن",1390,"كرمانشاه",24,7,17
"1751","10 ساله","دختر","غیرساکن",1390,"كرمانشاه",24,10,14
"1752","11 ساله","دختر","غیرساکن",1390,"كرمانشاه",19,13,6
"1753","12 ساله","دختر","غیرساکن",1390,"كرمانشاه",23,19,4
"1754","13 ساله","دختر","غیرساکن",1390,"كرمانشاه",33,22,11
"1755","14 ساله","دختر","غیرساکن",1390,"كرمانشاه",29,26,3
"1756","15 ساله","دختر","غیرساکن",1390,"كرمانشاه",36,36,0
"1757","16 ساله","دختر","غیرساکن",1390,"كرمانشاه",43,40,3
"1758","17 ساله","دختر","غیرساکن",1390,"كرمانشاه",34,32,2
"1759","18 ساله","دختر","غیرساکن",1390,"كرمانشاه",40,40,0
"1760","19 ساله","دختر","غیرساکن",1390,"كرمانشاه",29,29,0
"1761","6 ساله","دختر","غیرساکن",1390,"كرمانشاه",31,23,8
"1762","7 ساله","دختر","غیرساکن",1390,"كرمانشاه",27,13,14
"1763","8 ساله","دختر","غیرساکن",1390,"كرمانشاه",20,6,14
"1764","9 ساله","دختر","غیرساکن",1390,"كرمانشاه",18,10,8
"1765","10 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2485,95,2390
"1766","11 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2289,99,2190
"1767","12 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2567,123,2444
"1768","13 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2686,162,2524
"1769","14 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2697,221,2476
"1770","15 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2546,337,2209
"1771","16 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2845,481,2364
"1772","17 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",3198,1122,2076
"1773","18 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",3587,1886,1701
"1774","19 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",3329,1978,1351
"1775","6 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2916,583,2333
"1776","7 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2742,104,2638
"1777","8 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2658,98,2560
"1778","9 ساله","پسر","روستا",1390,"كهگيلويه وبويراحمد",2653,90,2563
"1779","10 ساله","دختر","روستا",1390,"كهگيلويه وبويراحمد",2432,117,2315
"1780","11 ساله","دختر","روستا",1390,"كهگيلويه وبويراحمد",2302,161,2141
