,Code,age,sex,settlement,population.total,population.ed,population.not.ed,year,addressCod,addressCode,Pername
1296,IR.QZ,19,پسر,شهر,7936,4221,3715,1390,26,26,قزوین
1297,IR.SB,19,پسر,شهر,14355,5113,9242,1390,11,11,سیستان و بلوچستان
1298,IR.SM,19,پسر,شهر,5081,3053,2028,1390,20,20,سمنان
1299,IR.TH,19,پسر,شهر,88804,45407,43397,1390,23,23,تهران
1300,IR.WA,19,پسر,شهر,19268,9630,9638,1390,4,04,آذربایجان غربی
1301,IR.YA,19,پسر,شهر,8471,4882,3589,1390,21,21,یزد
1302,IR.ZA,19,پسر,شهر,6544,3511,3033,1390,19,19,زنجان
1303,IR.AL,6,دختر,شهر,15162,11682,3480,1390,30,30,البرز
1304,IR.AR,6,دختر,شهر,5815,4770,1045,1390,24,24,اردبیل
1305,IR.BK,6,دختر,شهر,8872,7028,1844,1390,5,05,کرمانشاه
1306,IR.BS,6,دختر,شهر,5544,4179,1365,1390,18,18,بوشهر
1307,IR.CM,6,دختر,شهر,3949,3227,722,1390,14,14,چهارمحال و بختیاری
1308,IR.EA,6,دختر,شهر,17108,13571,3537,1390,3,03,آذربایجان شرقی
1309,IR.ES,6,دختر,شهر,28128,21497,6631,1390,10,10,اصفهان
1310,IR.FA,6,دختر,شهر,21039,15994,5045,1390,7,07,فارس
1311,IR.GI,6,دختر,شهر,8988,7165,1823,1390,1,01,گیلان
1312,IR.GO,6,دختر,شهر,6876,5310,1566,1390,27,27,گلستان
1313,IR.HD,6,دختر,شهر,6552,5113,1439,1390,13,13,همدان
1314,IR.HG,6,دختر,شهر,7084,5181,1903,1390,22,22,هرمزگان
1315,IR.IL,6,دختر,شهر,2634,2126,508,1390,16,16,ایلام
1316,IR.KB,6,دختر,شهر,2785,2226,559,1390,17,17,کهگیلویه و بویراحمد
1317,IR.KD,6,دختر,شهر,7369,5901,1468,1390,12,12,کردستان
1318,IR.KE,6,دختر,شهر,13826,9950,3876,1390,8,08,کرمان
1319,IR.KJ,6,دختر,شهر,3112,2408,704,1390,29,29,خراسان جنوبی
1320,IR.KS,6,دختر,شهر,3506,2747,759,1390,28,28,خراسان شمالی
1321,IR.KV,6,دختر,شهر,34319,25702,8617,1390,9,09,خراسان رضوی
1322,IR.KZ,6,دختر,شهر,25436,19379,6057,1390,6,06,خوزستان
1323,IR.LO,6,دختر,شهر,7553,5953,1600,1390,15,15,لرستان
1324,IR.MK,6,دختر,شهر,7329,5816,1513,1390,0,00,مرکزی
1325,IR.MN,6,دختر,شهر,10641,8300,2341,1390,2,02,مازندران
1326,IR.QM,6,دختر,شهر,8685,6463,2222,1390,25,25,قم
1327,IR.QZ,6,دختر,شهر,6410,4866,1544,1390,26,26,قزوین
1328,IR.SB,6,دختر,شهر,14343,10061,4282,1390,11,11,سیستان و بلوچستان
1329,IR.SM,6,دختر,شهر,3420,2551,869,1390,20,20,سمنان
1330,IR.TH,6,دختر,شهر,71111,52880,18231,1390,23,23,تهران
1331,IR.WA,6,دختر,شهر,14839,11493,3346,1390,4,04,آذربایجان غربی
1332,IR.YA,6,دختر,شهر,7378,5497,1881,1390,21,21,یزد
1333,IR.ZA,6,دختر,شهر,4354,3527,827,1390,19,19,زنجان
1334,IR.AL,7,دختر,شهر,14183,13553,630,1390,30,30,البرز
1335,IR.AR,7,دختر,شهر,5616,5462,154,1390,24,24,اردبیل
1336,IR.BK,7,دختر,شهر,8828,8500,328,1390,5,05,کرمانشاه
1337,IR.BS,7,دختر,شهر,5153,4811,342,1390,18,18,بوشهر
1338,IR.CM,7,دختر,شهر,3809,3695,114,1390,14,14,چهارمحال و بختیاری
1339,IR.EA,7,دختر,شهر,16162,15531,631,1390,3,03,آذربایجان شرقی
1340,IR.ES,7,دختر,شهر,25811,24532,1279,1390,10,10,اصفهان
1341,IR.FA,7,دختر,شهر,19801,18582,1219,1390,7,07,فارس
1342,IR.GI,7,دختر,شهر,8500,8245,255,1390,1,01,گیلان
1343,IR.GO,7,دختر,شهر,6339,6056,283,1390,27,27,گلستان
1344,IR.HD,7,دختر,شهر,6057,5837,220,1390,13,13,همدان
1345,IR.HG,7,دختر,شهر,6500,6057,443,1390,22,22,هرمزگان
1346,IR.IL,7,دختر,شهر,2567,2484,83,1390,16,16,ایلام
1347,IR.KB,7,دختر,شهر,2772,2673,99,1390,17,17,کهگیلویه و بویراحمد
1348,IR.KD,7,دختر,شهر,7037,6730,307,1390,12,12,کردستان
1349,IR.KE,7,دختر,شهر,12918,11742,1176,1390,8,08,کرمان
1350,IR.KJ,7,دختر,شهر,2963,2865,98,1390,29,29,خراسان جنوبی
1351,IR.KS,7,دختر,شهر,3371,3284,87,1390,28,28,خراسان شمالی
1352,IR.KV,7,دختر,شهر,32822,31309,1513,1390,9,09,خراسان رضوی
1353,IR.KZ,7,دختر,شهر,23873,22819,1054,1390,6,06,خوزستان
1354,IR.LO,7,دختر,شهر,7126,6791,335,1390,15,15,لرستان
1355,IR.MK,7,دختر,شهر,7268,7040,228,1390,0,00,مرکزی
1356,IR.MN,7,دختر,شهر,9945,9607,338,1390,2,02,مازندران
1357,IR.QM,7,دختر,شهر,8607,8268,339,1390,25,25,قم
1358,IR.QZ,7,دختر,شهر,6060,5530,530,1390,26,26,قزوین
1359,IR.SB,7,دختر,شهر,13974,12613,1361,1390,11,11,سیستان و بلوچستان
1360,IR.SM,7,دختر,شهر,3152,2980,172,1390,20,20,سمنان
1361,IR.TH,7,دختر,شهر,67448,63962,3486,1390,23,23,تهران
1362,IR.WA,7,دختر,شهر,13790,13264,526,1390,4,04,آذربایجان غربی
1363,IR.YA,7,دختر,شهر,6930,6424,506,1390,21,21,یزد
1364,IR.ZA,7,دختر,شهر,4063,3969,94,1390,19,19,زنجان
1365,IR.AL,8,دختر,شهر,14115,13561,554,1390,30,30,البرز
1366,IR.AR,8,دختر,شهر,5587,5471,116,1390,24,24,اردبیل
1367,IR.BK,8,دختر,شهر,8391,8142,249,1390,5,05,کرمانشاه
1368,IR.BS,8,دختر,شهر,5086,4779,307,1390,18,18,بوشهر
1369,IR.CM,8,دختر,شهر,3645,3537,108,1390,14,14,چهارمحال و بختیاری
1370,IR.EA,8,دختر,شهر,16686,16191,495,1390,3,03,آذربایجان شرقی
1371,IR.ES,8,دختر,شهر,26511,25395,1116,1390,10,10,اصفهان
1372,IR.FA,8,دختر,شهر,19789,18742,1047,1390,7,07,فارس
1373,IR.GI,8,دختر,شهر,8875,8645,230,1390,1,01,گیلان
1374,IR.GO,8,دختر,شهر,6310,6061,249,1390,27,27,گلستان
1375,IR.HD,8,دختر,شهر,6264,6062,202,1390,13,13,همدان
1376,IR.HG,8,دختر,شهر,6550,6198,352,1390,22,22,هرمزگان
1377,IR.IL,8,دختر,شهر,2389,2318,71,1390,16,16,ایلام
1378,IR.KB,8,دختر,شهر,2698,2636,62,1390,17,17,کهگیلویه و بویراحمد
1379,IR.KD,8,دختر,شهر,6752,6474,278,1390,12,12,کردستان
1380,IR.KE,8,دختر,شهر,13132,12094,1038,1390,8,08,کرمان
1381,IR.KJ,8,دختر,شهر,2988,2901,87,1390,29,29,خراسان جنوبی
1382,IR.KS,8,دختر,شهر,3190,3117,73,1390,28,28,خراسان شمالی
1383,IR.KV,8,دختر,شهر,32324,31104,1220,1390,9,09,خراسان رضوی
1384,IR.KZ,8,دختر,شهر,24384,23372,1012,1390,6,06,خوزستان
1385,IR.LO,8,دختر,شهر,6924,6666,258,1390,15,15,لرستان
1386,IR.MK,8,دختر,شهر,7143,6928,215,1390,0,00,مرکزی
1387,IR.MN,8,دختر,شهر,10258,9972,286,1390,2,02,مازندران
1388,IR.QM,8,دختر,شهر,8305,8042,263,1390,25,25,قم
1389,IR.QZ,8,دختر,شهر,6050,5559,491,1390,26,26,قزوین
1390,IR.SB,8,دختر,شهر,13606,12427,1179,1390,11,11,سیستان و بلوچستان
1391,IR.SM,8,دختر,شهر,3196,3058,138,1390,20,20,سمنان
1392,IR.TH,8,دختر,شهر,66957,64036,2921,1390,23,23,تهران
1393,IR.WA,8,دختر,شهر,13996,13524,472,1390,4,04,آذربایجان غربی
1394,IR.YA,8,دختر,شهر,6944,6500,444,1390,21,21,یزد
1395,IR.ZA,8,دختر,شهر,4173,4092,81,1390,19,19,زنجان
1396,IR.AL,9,دختر,شهر,13457,13014,443,1390,30,30,البرز
1397,IR.AR,9,دختر,شهر,5544,5452,92,1390,24,24,اردبیل
1398,IR.BK,9,دختر,شهر,8141,7902,239,1390,5,05,کرمانشاه
1399,IR.BS,9,دختر,شهر,4876,4615,261,1390,18,18,بوشهر
1400,IR.CM,9,دختر,شهر,3703,3607,96,1390,14,14,چهارمحال و بختیاری
1401,IR.EA,9,دختر,شهر,16581,16113,468,1390,3,03,آذربایجان شرقی
1402,IR.ES,9,دختر,شهر,26080,25181,899,1390,10,10,اصفهان
1403,IR.FA,9,دختر,شهر,19418,18542,876,1390,7,07,فارس
1404,IR.GI,9,دختر,شهر,8435,8202,233,1390,1,01,گیلان
1405,IR.GO,9,دختر,شهر,6374,6157,217,1390,27,27,گلستان
1406,IR.HD,9,دختر,شهر,6300,6123,177,1390,13,13,همدان
1407,IR.HG,9,دختر,شهر,6485,6078,407,1390,22,22,هرمزگان
1408,IR.IL,9,دختر,شهر,2293,2220,73,1390,16,16,ایلام
1409,IR.KB,9,دختر,شهر,2642,2552,90,1390,17,17,کهگیلویه و بویراحمد
1410,IR.KD,9,دختر,شهر,6551,6266,285,1390,12,12,کردستان
1411,IR.KE,9,دختر,شهر,13196,12251,945,1390,8,08,کرمان
1412,IR.KJ,9,دختر,شهر,2973,2900,73,1390,29,29,خراسان جنوبی
1413,IR.KS,9,دختر,شهر,3246,3176,70,1390,28,28,خراسان شمالی
1414,IR.KV,9,دختر,شهر,32167,31025,1142,1390,9,09,خراسان رضوی
1415,IR.KZ,9,دختر,شهر,23254,22359,895,1390,6,06,خوزستان
1416,IR.LO,9,دختر,شهر,7246,6960,286,1390,15,15,لرستان
1417,IR.MK,9,دختر,شهر,6887,6717,170,1390,0,00,مرکزی
1418,IR.MN,9,دختر,شهر,10118,9871,247,1390,2,02,مازندران
1419,IR.QM,9,دختر,شهر,8441,8219,222,1390,25,25,قم
1420,IR.QZ,9,دختر,شهر,5708,5268,440,1390,26,26,قزوین
1421,IR.SB,9,دختر,شهر,13471,12236,1235,1390,11,11,سیستان و بلوچستان
1422,IR.SM,9,دختر,شهر,3276,3137,139,1390,20,20,سمنان
1423,IR.TH,9,دختر,شهر,65833,63137,2696,1390,23,23,تهران
1424,IR.WA,9,دختر,شهر,14036,13567,469,1390,4,04,آذربایجان غربی
1425,IR.YA,9,دختر,شهر,6822,6476,346,1390,21,21,یزد
1426,IR.ZA,9,دختر,شهر,3921,3849,72,1390,19,19,زنجان
1427,IR.AL,10,دختر,شهر,15176,14634,542,1390,30,30,البرز
1428,IR.AR,10,دختر,شهر,5770,5655,115,1390,24,24,اردبیل
1429,IR.BK,10,دختر,شهر,8746,8466,280,1390,5,05,کرمانشاه
1430,IR.BS,10,دختر,شهر,4989,4703,286,1390,18,18,بوشهر
1431,IR.CM,10,دختر,شهر,3865,3783,82,1390,14,14,چهارمحال و بختیاری
1432,IR.EA,10,دختر,شهر,18178,17644,534,1390,3,03,آذربایجان شرقی
1433,IR.ES,10,دختر,شهر,28498,27540,958,1390,10,10,اصفهان
1434,IR.FA,10,دختر,شهر,21712,20638,1074,1390,7,07,فارس
1435,IR.GI,10,دختر,شهر,10174,9884,290,1390,1,01,گیلان
1436,IR.GO,10,دختر,شهر,6531,6324,207,1390,27,27,گلستان
1437,IR.HD,10,دختر,شهر,6910,6707,203,1390,13,13,همدان
1438,IR.HG,10,دختر,شهر,6275,5890,385,1390,22,22,هرمزگان
1439,IR.IL,10,دختر,شهر,2380,2307,73,1390,16,16,ایلام
1440,IR.KB,10,دختر,شهر,2670,2598,72,1390,17,17,کهگیلویه و بویراحمد
1441,IR.KD,10,دختر,شهر,6825,6583,242,1390,12,12,کردستان
1442,IR.KE,10,دختر,شهر,13707,12653,1054,1390,8,08,کرمان
1443,IR.KJ,10,دختر,شهر,3025,2968,57,1390,29,29,خراسان جنوبی
1444,IR.KS,10,دختر,شهر,3336,3247,89,1390,28,28,خراسان شمالی
1445,IR.KV,10,دختر,شهر,33654,32461,1193,1390,9,09,خراسان رضوی
1446,IR.KZ,10,دختر,شهر,24917,23961,956,1390,6,06,خوزستان
1447,IR.LO,10,دختر,شهر,7590,7315,275,1390,15,15,لرستان
1448,IR.MK,10,دختر,شهر,7187,7004,183,1390,0,00,مرکزی
1449,IR.MN,10,دختر,شهر,11927,11536,391,1390,2,02,مازندران
1450,IR.QM,10,دختر,شهر,8699,8447,252,1390,25,25,قم
1451,IR.QZ,10,دختر,شهر,6293,5777,516,1390,26,26,قزوین
1452,IR.SB,10,دختر,شهر,12480,11389,1091,1390,11,11,سیستان و بلوچستان
1453,IR.SM,10,دختر,شهر,3399,3207,192,1390,20,20,سمنان
1454,IR.TH,10,دختر,شهر,77243,73798,3445,1390,23,23,تهران
1455,IR.WA,10,دختر,شهر,15473,14851,622,1390,4,04,آذربایجان غربی
1456,IR.YA,10,دختر,شهر,6727,6337,390,1390,21,21,یزد
1457,IR.ZA,10,دختر,شهر,4598,4498,100,1390,19,19,زنجان
1458,IR.AL,11,دختر,شهر,14121,13693,428,1390,30,30,البرز
1459,IR.AR,11,دختر,شهر,5820,5685,135,1390,24,24,اردبیل
1460,IR.BK,11,دختر,شهر,8524,8216,308,1390,5,05,کرمانشاه
1461,IR.BS,11,دختر,شهر,4720,4456,264,1390,18,18,بوشهر
1462,IR.CM,11,دختر,شهر,3842,3752,90,1390,14,14,چهارمحال و بختیاری
1463,IR.EA,11,دختر,شهر,17246,16747,499,1390,3,03,آذربایجان شرقی
1464,IR.ES,11,دختر,شهر,28368,27396,972,1390,10,10,اصفهان
1465,IR.FA,11,دختر,شهر,21876,20894,982,1390,7,07,فارس
1466,IR.GI,11,دختر,شهر,9996,9746,250,1390,1,01,گیلان
1467,IR.GO,11,دختر,شهر,6721,6481,240,1390,27,27,گلستان
1468,IR.HD,11,دختر,شهر,7172,6996,176,1390,13,13,همدان
1469,IR.HG,11,دختر,شهر,5726,5414,312,1390,22,22,هرمزگان
1470,IR.IL,11,دختر,شهر,2359,2294,65,1390,16,16,ایلام
1471,IR.KB,11,دختر,شهر,2524,2464,60,1390,17,17,کهگیلویه و بویراحمد
1472,IR.KD,11,دختر,شهر,6751,6396,355,1390,12,12,کردستان
1473,IR.KE,11,دختر,شهر,13137,12332,805,1390,8,08,کرمان
1474,IR.KJ,11,دختر,شهر,3521,3439,82,1390,29,29,خراسان جنوبی
1475,IR.KS,11,دختر,شهر,3610,3540,70,1390,28,28,خراسان شمالی
1476,IR.KV,11,دختر,شهر,34324,33049,1275,1390,9,09,خراسان رضوی
1477,IR.KZ,11,دختر,شهر,24097,23086,1011,1390,6,06,خوزستان
1478,IR.LO,11,دختر,شهر,7321,7061,260,1390,15,15,لرستان
1479,IR.MK,11,دختر,شهر,7337,7158,179,1390,0,00,مرکزی
1480,IR.MN,11,دختر,شهر,11458,11140,318,1390,2,02,مازندران
1481,IR.QM,11,دختر,شهر,8150,7931,219,1390,25,25,قم
1482,IR.QZ,11,دختر,شهر,5898,5424,474,1390,26,26,قزوین
1483,IR.SB,11,دختر,شهر,12579,11036,1543,1390,11,11,سیستان و بلوچستان
1484,IR.SM,11,دختر,شهر,3374,3199,175,1390,20,20,سمنان
1485,IR.TH,11,دختر,شهر,72216,69565,2651,1390,23,23,تهران
1486,IR.WA,11,دختر,شهر,14717,14116,601,1390,4,04,آذربایجان غربی
1487,IR.YA,11,دختر,شهر,6603,6210,393,1390,21,21,یزد
1488,IR.ZA,11,دختر,شهر,4278,4207,71,1390,19,19,زنجان
1489,IR.AL,12,دختر,شهر,14255,13777,478,1390,30,30,البرز
1490,IR.AR,12,دختر,شهر,6028,5871,157,1390,24,24,اردبیل
1491,IR.BK,12,دختر,شهر,8989,8648,341,1390,5,05,کرمانشاه
1492,IR.BS,12,دختر,شهر,4917,4612,305,1390,18,18,بوشهر
1493,IR.CM,12,دختر,شهر,3872,3780,92,1390,14,14,چهارمحال و بختیاری
1494,IR.EA,12,دختر,شهر,17260,16732,528,1390,3,03,آذربایجان شرقی
1495,IR.ES,12,دختر,شهر,28284,27208,1076,1390,10,10,اصفهان
1496,IR.FA,12,دختر,شهر,22537,21343,1194,1390,7,07,فارس
1497,IR.GI,12,دختر,شهر,9968,9707,261,1390,1,01,گیلان
1498,IR.GO,12,دختر,شهر,6953,6623,330,1390,27,27,گلستان
1499,IR.HD,12,دختر,شهر,7467,7274,193,1390,13,13,همدان
1500,IR.HG,12,دختر,شهر,6261,5881,380,1390,22,22,هرمزگان
1501,IR.IL,12,دختر,شهر,2395,2325,70,1390,16,16,ایلام
1502,IR.KB,12,دختر,شهر,2731,2664,67,1390,17,17,کهگیلویه و بویراحمد
1503,IR.KD,12,دختر,شهر,6961,6528,433,1390,12,12,کردستان
1504,IR.KE,12,دختر,شهر,14116,13091,1025,1390,8,08,کرمان
1505,IR.KJ,12,دختر,شهر,3671,3555,116,1390,29,29,خراسان جنوبی
1506,IR.KS,12,دختر,شهر,3854,3738,116,1390,28,28,خراسان شمالی
1507,IR.KV,12,دختر,شهر,34885,33116,1769,1390,9,09,خراسان رضوی
1508,IR.KZ,12,دختر,شهر,24459,23092,1367,1390,6,06,خوزستان
1509,IR.LO,12,دختر,شهر,7782,7503,279,1390,15,15,لرستان
1510,IR.MK,12,دختر,شهر,7493,7282,211,1390,0,00,مرکزی
1511,IR.MN,12,دختر,شهر,11285,11002,283,1390,2,02,مازندران
1512,IR.QM,12,دختر,شهر,8476,8157,319,1390,25,25,قم
1513,IR.QZ,12,دختر,شهر,6055,5571,484,1390,26,26,قزوین
1514,IR.SB,12,دختر,شهر,12650,10461,2189,1390,11,11,سیستان و بلوچستان
1515,IR.SM,12,دختر,شهر,3419,3257,162,1390,20,20,سمنان
1516,IR.TH,12,دختر,شهر,72657,69692,2965,1390,23,23,تهران
1517,IR.WA,12,دختر,شهر,15089,14206,883,1390,4,04,آذربایجان غربی
1518,IR.YA,12,دختر,شهر,6739,6265,474,1390,21,21,یزد
1519,IR.ZA,12,دختر,شهر,4389,4304,85,1390,19,19,زنجان
1520,IR.AL,13,دختر,شهر,14429,13884,545,1390,30,30,البرز
1521,IR.AR,13,دختر,شهر,5981,5754,227,1390,24,24,اردبیل
1522,IR.BK,13,دختر,شهر,9530,9027,503,1390,5,05,کرمانشاه
1523,IR.BS,13,دختر,شهر,4833,4473,360,1390,18,18,بوشهر
1524,IR.CM,13,دختر,شهر,3963,3840,123,1390,14,14,چهارمحال و بختیاری
1525,IR.EA,13,دختر,شهر,17234,16521,713,1390,3,03,آذربایجان شرقی
1526,IR.ES,13,دختر,شهر,28009,26807,1202,1390,10,10,اصفهان
1527,IR.FA,13,دختر,شهر,21692,20456,1236,1390,7,07,فارس
1528,IR.GI,13,دختر,شهر,9946,9644,302,1390,1,01,گیلان
1529,IR.GO,13,دختر,شهر,6956,6511,445,1390,27,27,گلستان
1530,IR.HD,13,دختر,شهر,7480,7196,284,1390,13,13,همدان
1531,IR.HG,13,دختر,شهر,6047,5619,428,1390,22,22,هرمزگان
1532,IR.IL,13,دختر,شهر,2365,2299,66,1390,16,16,ایلام
1533,IR.KB,13,دختر,شهر,2738,2653,85,1390,17,17,کهگیلویه و بویراحمد
1534,IR.KD,13,دختر,شهر,7246,6669,577,1390,12,12,کردستان
1535,IR.KE,13,دختر,شهر,13641,12482,1159,1390,8,08,کرمان
1536,IR.KJ,13,دختر,شهر,3459,3324,135,1390,29,29,خراسان جنوبی
1537,IR.KS,13,دختر,شهر,3824,3675,149,1390,28,28,خراسان شمالی
1538,IR.KV,13,دختر,شهر,34274,31949,2325,1390,9,09,خراسان رضوی
1539,IR.KZ,13,دختر,شهر,24851,23037,1814,1390,6,06,خوزستان
1540,IR.LO,13,دختر,شهر,7825,7450,375,1390,15,15,لرستان
1541,IR.MK,13,دختر,شهر,7641,7382,259,1390,0,00,مرکزی
1542,IR.MN,13,دختر,شهر,10912,10560,352,1390,2,02,مازندران
1543,IR.QM,13,دختر,شهر,8382,7891,491,1390,25,25,قم
1544,IR.QZ,13,دختر,شهر,5974,5443,531,1390,26,26,قزوین
1545,IR.SB,13,دختر,شهر,12532,9886,2646,1390,11,11,سیستان و بلوچستان
1546,IR.SM,13,دختر,شهر,3243,3047,196,1390,20,20,سمنان
1547,IR.TH,13,دختر,شهر,71016,67951,3065,1390,23,23,تهران
1548,IR.WA,13,دختر,شهر,15223,14056,1167,1390,4,04,آذربایجان غربی
1549,IR.YA,13,دختر,شهر,6360,5872,488,1390,21,21,یزد
1550,IR.ZA,13,دختر,شهر,4324,4238,86,1390,19,19,زنجان
1551,IR.AL,14,دختر,شهر,14351,13494,857,1390,30,30,البرز
1552,IR.AR,14,دختر,شهر,6348,5900,448,1390,24,24,اردبیل
1553,IR.BK,14,دختر,شهر,10139,9303,836,1390,5,05,کرمانشاه
1554,IR.BS,14,دختر,شهر,4756,4299,457,1390,18,18,بوشهر
1555,IR.CM,14,دختر,شهر,4113,3957,156,1390,14,14,چهارمحال و بختیاری
1556,IR.EA,14,دختر,شهر,17270,16116,1154,1390,3,03,آذربایجان شرقی
1557,IR.ES,14,دختر,شهر,27861,26219,1642,1390,10,10,اصفهان
1558,IR.FA,14,دختر,شهر,21993,20424,1569,1390,7,07,فارس
1559,IR.GI,14,دختر,شهر,10431,9898,533,1390,1,01,گیلان
1560,IR.GO,14,دختر,شهر,6878,6165,713,1390,27,27,گلستان
1561,IR.HD,14,دختر,شهر,7846,7363,483,1390,13,13,همدان
1562,IR.HG,14,دختر,شهر,6228,5588,640,1390,22,22,هرمزگان
1563,IR.IL,14,دختر,شهر,2582,2491,91,1390,16,16,ایلام
1564,IR.KB,14,دختر,شهر,2952,2821,131,1390,17,17,کهگیلویه و بویراحمد
1565,IR.KD,14,دختر,شهر,7632,6688,944,1390,12,12,کردستان
1566,IR.KE,14,دختر,شهر,14221,12923,1298,1390,8,08,کرمان
1567,IR.KJ,14,دختر,شهر,3744,3579,165,1390,29,29,خراسان جنوبی
1568,IR.KS,14,دختر,شهر,4176,3925,251,1390,28,28,خراسان شمالی
1569,IR.KV,14,دختر,شهر,35356,31392,3964,1390,9,09,خراسان رضوی
1570,IR.KZ,14,دختر,شهر,24519,21727,2792,1390,6,06,خوزستان
1571,IR.LO,14,دختر,شهر,8267,7702,565,1390,15,15,لرستان
1572,IR.MK,14,دختر,شهر,7544,7097,447,1390,0,00,مرکزی
1573,IR.MN,14,دختر,شهر,11015,10538,477,1390,2,02,مازندران
1574,IR.QM,14,دختر,شهر,8349,7561,788,1390,25,25,قم
1575,IR.QZ,14,دختر,شهر,6136,5465,671,1390,26,26,قزوین
1576,IR.SB,14,دختر,شهر,12055,8655,3400,1390,11,11,سیستان و بلوچستان
1577,IR.SM,14,دختر,شهر,3304,3104,200,1390,20,20,سمنان
1578,IR.TH,14,دختر,شهر,70741,66353,4388,1390,23,23,تهران
1579,IR.WA,14,دختر,شهر,15674,13659,2015,1390,4,04,آذربایجان غربی
1580,IR.YA,14,دختر,شهر,6272,5732,540,1390,21,21,یزد
1581,IR.ZA,14,دختر,شهر,4740,4539,201,1390,19,19,زنجان
1582,IR.AL,15,دختر,شهر,14217,12691,1526,1390,30,30,البرز
1583,IR.AR,15,دختر,شهر,6495,5636,859,1390,24,24,اردبیل
1584,IR.BK,15,دختر,شهر,10346,8881,1465,1390,5,05,کرمانشاه
1585,IR.BS,15,دختر,شهر,4884,4265,619,1390,18,18,بوشهر
1586,IR.CM,15,دختر,شهر,4052,3776,276,1390,14,14,چهارمحال و بختیاری
1587,IR.EA,15,دختر,شهر,17020,14989,2031,1390,3,03,آذربایجان شرقی
1588,IR.ES,15,دختر,شهر,27717,25071,2646,1390,10,10,اصفهان
1589,IR.FA,15,دختر,شهر,22567,20048,2519,1390,7,07,فارس
1590,IR.GI,15,دختر,شهر,10536,9731,805,1390,1,01,گیلان
1591,IR.GO,15,دختر,شهر,7154,6025,1129,1390,27,27,گلستان
1592,IR.HD,15,دختر,شهر,8205,7298,907,1390,13,13,همدان
1593,IR.HG,15,دختر,شهر,6459,5581,878,1390,22,22,هرمزگان
1594,IR.IL,15,دختر,شهر,2643,2452,191,1390,16,16,ایلام
1595,IR.KB,15,دختر,شهر,3172,2934,238,1390,17,17,کهگیلویه و بویراحمد
1596,IR.KD,15,دختر,شهر,8126,6509,1617,1390,12,12,کردستان
1597,IR.KE,15,دختر,شهر,15210,13229,1981,1390,8,08,کرمان
1598,IR.KJ,15,دختر,شهر,3490,3230,260,1390,29,29,خراسان جنوبی
1599,IR.KS,15,دختر,شهر,4234,3861,373,1390,28,28,خراسان شمالی
1600,IR.KV,15,دختر,شهر,34959,28617,6342,1390,9,09,خراسان رضوی
1601,IR.KZ,15,دختر,شهر,25412,21278,4134,1390,6,06,خوزستان
1602,IR.LO,15,دختر,شهر,8831,7740,1091,1390,15,15,لرستان
1603,IR.MK,15,دختر,شهر,7520,6806,714,1390,0,00,مرکزی
1604,IR.MN,15,دختر,شهر,11082,10234,848,1390,2,02,مازندران
1605,IR.QM,15,دختر,شهر,8601,7170,1431,1390,25,25,قم
1606,IR.QZ,15,دختر,شهر,6331,5248,1083,1390,26,26,قزوین
1607,IR.SB,15,دختر,شهر,11718,7557,4161,1390,11,11,سیستان و بلوچستان
1608,IR.SM,15,دختر,شهر,3296,2914,382,1390,20,20,سمنان
1609,IR.TH,15,دختر,شهر,71756,64273,7483,1390,23,23,تهران
1610,IR.WA,15,دختر,شهر,14831,11958,2873,1390,4,04,آذربایجان غربی
1611,IR.YA,15,دختر,شهر,6246,5408,838,1390,21,21,یزد
1612,IR.ZA,15,دختر,شهر,4615,4214,401,1390,19,19,زنجان
1613,IR.AL,16,دختر,شهر,15130,12848,2282,1390,30,30,البرز
1614,IR.AR,16,دختر,شهر,7189,5868,1321,1390,24,24,اردبیل
1615,IR.BK,16,دختر,شهر,11976,9543,2433,1390,5,05,کرمانشاه
1616,IR.BS,16,دختر,شهر,5209,4275,934,1390,18,18,بوشهر
1617,IR.CM,16,دختر,شهر,4292,3816,476,1390,14,14,چهارمحال و بختیاری
1618,IR.EA,16,دختر,شهر,17890,14773,3117,1390,3,03,آذربایجان شرقی
1619,IR.ES,16,دختر,شهر,29027,25420,3607,1390,10,10,اصفهان
1620,IR.FA,16,دختر,شهر,24357,20977,3380,1390,7,07,فارس
1621,IR.GI,16,دختر,شهر,10986,9693,1293,1390,1,01,گیلان
1622,IR.GO,16,دختر,شهر,7784,6254,1530,1390,27,27,گلستان
1623,IR.HD,16,دختر,شهر,8612,7117,1495,1390,13,13,همدان
1624,IR.HG,16,دختر,شهر,6600,5384,1216,1390,22,22,هرمزگان
1625,IR.IL,16,دختر,شهر,2969,2666,303,1390,16,16,ایلام
1626,IR.KB,16,دختر,شهر,3425,3054,371,1390,17,17,کهگیلویه و بویراحمد
1627,IR.KD,16,دختر,شهر,8969,6561,2408,1390,12,12,کردستان
1628,IR.KE,16,دختر,شهر,14988,12645,2343,1390,8,08,کرمان
1629,IR.KJ,16,دختر,شهر,3573,3241,332,1390,29,29,خراسان جنوبی
1630,IR.KS,16,دختر,شهر,4588,4010,578,1390,28,28,خراسان شمالی
1631,IR.KV,16,دختر,شهر,36270,27893,8377,1390,9,09,خراسان رضوی
1632,IR.KZ,16,دختر,شهر,28571,22145,6426,1390,6,06,خوزستان
1633,IR.LO,16,دختر,شهر,9707,8059,1648,1390,15,15,لرستان
1634,IR.MK,16,دختر,شهر,8155,6960,1195,1390,0,00,مرکزی
